时间戳记	省份	城市	区县	学校名称	年级	每周在校学习小时数	每月假期天数	寒假放假天数	24年学生自杀数	上学时间	放学时间 含晚自习	寒假补课收费总价格	学生的评论
2025-2-3 上午02:50:40	河北	衡水市	枣强县	河北枣强中学	12	80	1.5	21	2	上午05:57:00	上午10:15:00	0	我们学校就是傻逼衡水模式的 都注重升学率 学生们也是tm傻逼 真听话 
2025-2-3 下午10:58:16	河北	张家口市	张北县	张北县第一中学	12	118	2	13	2	上午05:20:00	下午10:40:00	0	老师打人打出血，让人写血书，pua学生
2025-2-2 上午09:16:27	河北	衡水市	桃城区	衡水中学	12	105	1	2假期+8钉钉全天会议+网课	3	上午06:00:00	下午10:30:00	0	
2025-2-4 上午02:09:44	河北	张家口市	宣化区	张家口启臻学校	10	98	1.5	3	3	上午05:50:00	下午10:00:00	0	每放寒假暑假等长假期时，学校要求每天按时按点提交作业，高中假期甚至还要上网课，也会留一部分学生在学校上课，在校期间时间表满满当当，毫无娱乐休闲时间，每天处于高压环境，寒冷天气在 5:50 就会要求起床，6:00 要求到操场，在寒冷中跑操，吃饭只给 20 分钟（包括排队和上下楼），下了晚自习只有不到 20 分钟供学生自由支配，时间完全不充裕
2025-2-4 上午02:50:42	河北	沧州市	黄骅市	黄骅市第三中学	9	58	8	25	3	上午07:00:00	下午06:50:00	1800	
2025-2-3 下午06:37:27	河北	保定市	阜平县	阜平县阜平镇北城中学	12	85	1	4	0(原本填写的是10000，因数据过于离谱被管理员审查)	上午05:30:00	上午10:40:00	0	
2025-2-3 上午01:54:38	河南	洛阳市	孟津区	洛阳市孟津区第一高级中学	12	1668	2	9	0	下午04:00:00	下午09:40:00	0	
2025-2-3 上午03:48:41	河南	平顶山市	舞钢市	舞钢市第一高级中学	11	95	4	7	0	上午05:50:00	下午09:50:00	0	
2025-2-2 下午03:57:07	河南	新乡市	获嘉县	获嘉县第一中学	12	104	1	10	0	上午05:40:00	下午10:10:00	1000	
2025-2-3 上午11:07:09	河南	新乡市	辉县市	辉县市第二高级中学	12	120	1	10	0	上午05:30:00	下午10:00:00	300	1.强制男女生剪头发（所有年级），2. 宿舍由校外聘请的教官军事化管理（男女生宿舍均为男教官），3.为了补课向学生收费给教育局交罚款，4.早读用分贝仪测背诵声音，在班级之间比拼，………………
2025-2-3 上午01:19:28	河南	郑州市	中原区	郑州市第一中学	12	93	4	10	0	上午07:00:00	下午09:40:00	0	郑州一中在更换校长闫培新后，闫为了个人成绩，擅自更改原有管理制度，管理制度极度严苛不合理，学生怨声载道，提出诉求，您应当收到过有关投稿，学校对表达不满学生进行无端处分，擅自对学生违规停课，相关学生声明可在网上搜索到。
2025-2-3 上午02:29:49	河南	郑州市	高新区	郑州外国语新枫杨学校	12	85	3	10	0	上午06:00:00	下午11:00:00	0	
2025-2-3 上午02:29:30	河南	驻马店市	正阳县	正阳县第二高级中学	12	91	2	10	0	上午06:20:00	上午10:30:00	0	县城高中把学生摧残的猪狗不如
2025-2-3 下午05:03:41	河南	洛阳	栾川县	栾川县第一高级中学	10	163	2.65	20	0	上午05:10:00	下午10:10:00	200	学校迫于市级领导检查寒假期间补课压力放假，但是强迫学生在家上网课，相当于不放假。军事化管理，早上5：10起床，跑军事操(没一点体能锻炼效果，纯粹是为了跑的整齐），5：40开始早读，早读全校站立，不允许坐座位。我觉得这种模式的万恶之源是衡水中学，“黑暗就像一颗巨石按着胸口~”。午饭时间铃声一响，百米冲刺级的到食堂，当然理科的重点班和尖刀班离食堂最近。午饭时间，我经常趴在窗口，望着人头窜动，失去学习意义感，不知道学习是为了什么。当然，为了喜欢的女孩子，我努力学习能和她在一个班级！像辛波斯卡的诗一样，我偏爱，我偏爱荒谬意义下的爱情！
2025-2-4 上午12:41:35	河南	洛阳市	涧西区	洛阳理工学院附属高级中学	11	78	4	20	0	上午06:25:00	下午09:40:00	2180	学校与校外培训机构合作，让211线上学生"自愿"(强制)报班补课。钱都变成了皇家理工附中校领导的保时捷“碎片”。
2025-2-4 上午12:54:46	河南	三门峡市	义马市	义马市高级中学	12	107	3	14	0	上午06:00:00	下午10:40:00	0	
2025-2-4 上午02:08:06	河南	新乡市	红旗区	新乡市第一中学	11	78	5	23	0	上午06:45:00	上午10:30:00	0	放假天数近两年变化较大。高三全部强制住宿，宿舍条件差
2025-2-4 上午03:12:14	河南	信阳	浉河区	信阳高中	11	104	0.3	6	0	上午06:45:00	下午10:30:00	200	河南的毛杰上任后，2024年开始放了一下寒假，但反动学校与家长天天对此唾骂怨恨，就刚实行政策的时候放满了，后面一到节假日就想尽办法拖延不放或者放少，2024年暑假本身也是放完整的，我们学校一拖再拖，后面放了之后就放了7天不到，然后到处组织自习室，各班全部分散，家长与老师串通在一起，老师为了安全。让家长轮班儿在自习室。自习室每天从早上7点搞到晚上9:30，禁止带手机打击举报者，在去年7月多的时候举报了。是通过12345举报了两天之后，结果就被发现了，还有跟我一块儿举报的同学。然后自习室连夜停了一天，后面就换了地。我的信息被泄露，班主任很快查到我们。又是打电话威胁，又是说他教育局里有人我搞不过他。然后家长又气又骂，天天维护共匪，说了撤掉举报之后呢，开学不说了，结果开学之后又说威胁我，让我离开他班。又要给我从重点班降走，然后呢全市呢基本上没有几个学校有这权利和条件办这个班，但我们学校是省重点高中，一手遮天。后面他们就安安稳稳办了一两个月。搞得我精神抑郁。对共产党彻底失望。然后2025年的寒假又是只放7天不到，学校又组织了补课班儿。已经又开始上课了。透露一下是信阳高中高2老师姓湛年级主任姓周。
2025-2-2 下午03:04:54	河南	焦作市	孟州市	孟州市第一高级中学	10	88	3	12	1	上午05:20:00	下午10:00:00	0	学校让我们上到死
2025-2-3 下午12:55:20	河南	焦作市	示范区	焦作市宇华实验学校	12	100	2	9	1	上午05:50:00	下午09:40:00	0	我们学校高中部（高一到高三）往年寒假只有7天，暑假只有2周半，常有中秋等节日不放假的情况
2025-2-3 上午04:49:14	河南	南阳市	方城县	方城县第一高级中学	11	156	3	18	1	上午05:00:00	上午10:00:00	0	校长受贿，组织贪污，领导更是畜生，演讲稿几年都不带换的
2025-2-3 下午01:24:41	河南	平顶山市	郏县	郏县实验高中	10	112	2	17	1	上午05:50:00	上午10:10:00	550	
2025-2-2 下午11:48:57	河南	郑州市	航空港区	郑州航空港区高级中学	12	85	3	20	1	上午06:00:00	上午10:20:00	0	中華万岁自由永存打倒独裁国贼习近平人人有责建立民主自由中华推翻中共暴政
2025-2-3 下午02:12:40	河南	郑州市	登封市	登封市嵩阳高中	12	110	2	8	1	上午05:30:00	上午10:30:00	0	
2025-2-3 下午02:14:53	河南	郑州市	登封市	登封市实验高级中学	10	110	3	8	1	上午05:30:00	上午10:30:00	0	真实有效
2025-2-3 下午02:17:16	河南	郑州市	登封市	登封市嵩阳高级中学	12	110	2	8	1	上午05:30:00	下午10:30:00	0	
2025-2-3 下午04:15:50	河南	驻马店市	泌阳	泌阳县第一高级中学	10	86	2	5	1	上午05:30:00	上午11:30:00	0	泌阳县第一高级中学我草你妈
2025-2-3 下午05:01:01	河南	驻马店市	泌阳县	泌阳县第一高级中学	12	120	2	5	1	上午05:30:00	上午11:30:00	2000	学校体罚辱骂学生，学生抑郁者不在少数
2025-2-3 下午05:05:35	河南	周口市	郸城县	郸城县第一高级中学	10	100	2.5	23	1	上午06:00:00	下午10:10:00	0	整理宿舍内务没有水，吃饭时间20-23分钟，放假时间太少，在校时间太长。但学校也不全是不好的，有好几家奶茶店，两个餐厅两个超市，宿舍八人间有空调有独立卫生间，郸城一高牛逼
2025-2-3 下午05:23:47	河南	新乡市	卫辉市	卫辉一中	10	72	2	14	1	上午06:05:00	下午10:10:00	500	从来不说什么时候放假，什么时候开学，666666
2025-2-3 下午08:13:08	河南	周口市	郸城县	郸城县第一高级中学	10	100	2	19	1	上午06:00:00	下午10:10:00	0	整理宿舍内务时间宿舍没水，吃饭时间20-22分钟，放假时间太短，在学校时间太长
2025-2-4 上午03:28:44	河南	南阳市	镇平县	河南省镇平县第一高级中学	10	107	2	19	1	上午05:30:00	下午10:00:00	0	
2025-2-2 下午01:54:55	河南	焦作市	焦作市	焦作市第一中学	11	100	3	21	2	上午05:50:00	下午10:10:00	0	
2025-2-3 下午03:40:27	河南	焦作市	温县	温县第一高级中学	12	112	1	6	2	上午05:30:00	下午10:20:00	0	有两个跳楼的，学校不让传播。 本来是大年初五早上去了学校，应该是接到了举报，大年初六让我们回来了。发了36套卷子，让我们每天写三套。
2025-2-3 下午02:00:57	河南	漯河市	临颍县	临颍县第一高级中学	10	100	2.5	20	2	上午05:50:00	下午10:10:00	0	学校专门雇了一群当了两年兵的人当所谓的教官，每天就光负责抓人，现在看到那种穿迷彩服的当兵的就有一种生理不适的感觉，很窒息，而且学校强制住校，他们每天晚上就整夜查寝，弄不好就拿灯往寝室里照，寝室门中间是一块玻璃，从外面可以很清楚的看到里面，没有一点隐私。而且之前有个老师拿保温杯砸学生的脸，嘴里都砸流血的那种，最后原本学校给她的结果是年级主任替那个老师道歉，那个学生的哥哥是我们县教育局的，才让那个老师被停职，如果不托关系，这事估计也不了了之
2025-2-3 上午03:09:09	河南	南阳市	西峡县	西峡县第一高级中学	11	120	3	19	2	上午05:15:00	上午10:20:00	0	“自愿原则”的要求下，寒假前 所有学生都被要求签一张自愿开学书，其内容之无耻令人作呕。几位壮士勇敢的撕毁了那张书，随后不出意外的遭到体罚，被办主任用戒尺打手，罚站。我相信他们的反抗会给所有人的心里埋下不容压迫的种子
2025-2-3 下午02:16:26	河南	郑州市	登封市	登封市第一高级中学	11	110	3	8	2	上午05:30:00	下午10:30:00	0	
2025-2-3 下午02:18:00	河南	郑州市	登封市	登封市实验高级中学	11	110	8	8	2	上午05:30:00	下午10:30:00	0	
2025-2-3 下午07:10:37	河南	商丘	睢阳区	睢阳区弘深高中	10	112	4	30	2	上午05:30:00	上午09:30:00	0	
2025-2-3 上午03:45:24	河南	平顶山市	叶县	叶县高中	11	112	1	22	3	上午05:40:00	下午10:20:00	2000	我们学校是衡水模式，集中营式，一天 16 小时在校，一月一天假，很多学生抑郁，请假回家特别困难，学生们最大的愿望就是能拿到假条回家，但如果一月放两天假就不至于如此…衡水模式像极了朝鲜法西斯极权主义，泯灭个性，追求成绩，应试教育，一切为了考试，忽略学生道德素质的培养。每年都有几个想不开自杀的学生，抑郁的学生几乎每班都有，学校一万多人，是个大集中营。老师打板体罚学生，疫情时期更是全面封校度日，大搞形式主义。今年寒假时间长 22 天（教育局查的严），往年只放 7 天假，清北班只放 5 天（今年也是）， 学生压力巨大，救救孩子吧，救救这个病态的社会，内卷内卷，卷不到该卷的地方，学校要求绝对服从，不服从管理就是重大违纪😭😭😭救救孩子吧，孩子不愿当巨塔落下的雪花，当如鲜花迎向朝阳，加油李老师，我代表我们全校学生支持你。
2025-2-2 下午11:11:41	河南	信阳市	平桥区	信阳市第五初级中学	8	73	4	23	3	上午07:45:00	下午08:45:00	1050	傻逼学校七年级开始全校补课，给教育局反应无效；去年下半年开始取消集体补课，班主任带人私自补课，上学时每周六补一天，寒假补七天
2025-2-2 下午01:46:55	河南	郑州市	金水区	郑州市第九中学	11	122	1	19	3	上午05:30:00	下午10:00:00	0	
2025-2-3 下午03:58:14	河南	周口市	沈丘县	沈丘县第一高级中学	12	112	2	15	3	上午05:50:00	上午10:00:00	0	必须要清算，不清算其他一切免谈
2025-2-4 上午01:33:47	河南	平顶山市	鲁山县	河南省鲁山县第一高级中学	12	118	1	2	3	上午05:30:00	下午10:30:00	0	
2025-2-3 下午08:58:11	河南	驻马店市	汝南县	汝南县第一高级中学	12	112	0.5	12	4	上午06:00:00	上午10:30:00	0	
2025-2-4 上午12:55:19	河南	新乡市	牧野区	河南省	12	108	2	10	4	上午07:00:00	下午10:00:00	0	疫情因为拒绝戴口罩停课，因为发型停课，几千买个骁龙425的平板
2025-2-3 上午01:00:02	河南	安阳市	安阳县	安阳县实验中学	11	130	0.5	10	5	上午05:00:00	下午11:00:00	1000	
2025-2-3 上午05:00:37	河南	新乡市	长垣市	长垣第一中学	12	480	1.5	9	5	上午05:30:00	上午10:05:00	0	班主任多以利益为重，为了一本线手段尽出，学生心理问题层出不穷，自残，自杀等等，但消息均被封闭，学校花了一千万建设图书馆（占地约一公顷，5楼），我们则用的有很多洞洞的桌子，学校表面工作做的好，却不肯花钱修建厕所，学校一层两个厕所，一层1200号人！课间5分钟，到两分钟还有预备铃，上厕所没有时间，实在是憋不住告诉老师还要被阴阳怪气，有时还不让去！六条禁令，五条红线，四个不许，学生苦不堪言，学校没什么活动，只有学不完的习，写不完的作业。我希望有人可以拯救我们，拯救我们。自杀数是随便填的，但我所听过的至少5个。
2025-2-3 下午07:12:26	河南	商丘市	虞城县	虞城县第一高级中学	12	100	4	20	5	上午06:00:00	上午09:30:00	0	
2025-2-2 上午11:53:27	河南	信阳市	固始县	固始县高级中学	11	108	1	16	6	上午06:10:00	下午09:50:00	0	
2025-2-2 上午03:53:31	河南	信阳市	潢川县	潢川高级中学	12	68	2	10	有，但被压了				
2025-2-3 上午02:38:17	黑龙江	哈尔滨市	香坊区	哈尔滨市剑桥第三中学校	12	79	4	30	0	上午06:30:00	下午09:00:00	1180	每月收取课外补课费一千余元，考试条形码费用二十元（入学前并未告知有相关收费），并且采用现金方式收取。 学校食堂卫生不达标，有时会吃出头发，甚至是石子等杂物。 学校的形式主义严重，假期作业留了许多关于“志愿者活动”，“手抄报”，“假期研究性学习”等强制完成作业。
2025-2-3 上午04:20:07	黑龙江	哈尔滨市	南岗区	哈尔滨市第十七中学校	9	100	8	11	0	上午07:20:00	下午09:10:00	2200	连历史课几乎都被占用（包括低年级时期）；从没见过音体美老师；体育测试往教育局报的全都是编造的数据；生地考试时要求满分率100%；校园广播几乎是摆设（老师会把它关上然后批评人）；歧视后进生；很多男生的隐私部位都被玩过，但老师视而不见
